Cardinals,21,Giants,27
Bengals,12,Rams,15
Colts,20,Jets,24
Patriots,03,Steelers,33
Browns,23,Oilers,17
Broncos,30,Raiders,23
Saints,20,49ers,20
Chargers,20,Lions,34
Falcons,10,Packers,09
Cowboys,20,Redskins,24
Vikings,10,Bears,13
Browns,27,Broncos,20
Redskins,23,Giants,16
Vikings,27,Packers,13
Bears,27,Cardinals,10
Rams,17,Raiders,45
Steelers,38,Bills,21
Oilers,07,Bengals,30
Chiefs,26,Chargers,14
Patriots,10,Jets,34
Eagles,03,Saints,21
Dolphins,23,Colts,00
49ers,49,Falcons,14
Lions,24,Cowboys,28
Falcons,07,Rams,20
Cardinals,06,Eagles,06
Bengals,17,Steelers,40
Saints,06,Vikings,37
Bears,00,Lions,14
Cowboys,34,Chargers,28
Redskins,35,Jets,17
49ers,24,Packers,34
Broncos,17,Giants,29
Oilers,00,Browns,20
Raiders,14,Chiefs,27
Dolphins,30,Bills,16
Colts,24,Patriots,17
Saints,20,Falcons,36
Giants,13,Redskins,27
Bills,03,Jets,41
Packers,23,Bears,17
Eagles,18,Oilers,17
Lions,14,Vikings,16
Cardinals,24,Cowboys,33
Patriots,00,Dolphins,52
Broncos,16,Rams,10
Colts,21,49ers,24
Raiders,20,Bengals,14
Chiefs,07,Steelers,16
Browns,21,Chargers,17
Vikings,45,Rams,41
Saints,14,Lions,27
Giants,13,Cardinals,07
Bills,27,Patriots,24
Raiders,37,Broncos,20
Jets,24,Dolphins,28
Packers,23,Oilers,10
49ers,34,Bears,21
Colts,20,Bengals,19
Steelers,24,Browns,26
Chargers,27,Chiefs,17
Cowboys,28,Eagles,07
Falcons,13,Redskins,24
Jets,20,Lions,37
49ers,31,Cowboys,10
Bills,10,Browns,27
Packers,16,Redskins,21
Vikings,10,Steelers,23
Eagles,10,Giants,62
Rams,16,Saints,19
Patriots,00,Colts,31
Bengals,13,Bears,03
Chiefs,03,Raiders,26
Oilers,20,Chargers,34
Broncos,20,Falcons,23
Cardinals,10,Dolphins,31
Cowboys,27,Cardinals,06
Bills,07,Colts,35
Raiders,21,Chargers,19
Dolphins,37,Patriots,21
Saints,17,Jets,18
Broncos,21,Chiefs,24
Browns,00,Steelers,30
Lions,07,Packers,33
Bears,10,Vikings,23
Giants,10,Bengals,13
Redskins,23,Eagles,07
Oilers,10,Falcons,20
Rams,26,49ers,16
Browns,27,Bengals,24
Redskins,24,Cowboys,34
Colts,10,Chiefs,24
Packers,23,Vikings,07
Bears,21,Eagles,12
Lions,21,Bills,21
Chargers,13,Broncos,38
Falcons,00,49ers,20
Dolphins,23,Giants,13
Patriots,17,Saints,10
Rams,14,Cardinals,24
Steelers,09,Oilers,03
Jets,16,Raiders,24
Vikings,17,49ers,20
Colts,00,Dolphins,16
Chiefs,17,Falcons,14
Bills,24,Redskins,17
Bears,21,Raiders,28
Giants,23,Cowboys,03
Browns,26,Jets,10
Packers,30,Saints,20
Lions,34,Rams,17
Steelers,24,Chargers,02
Patriots,21,Broncos,45
Eagles,23,Cardinals,24
Bengals,61,Oilers,17
Falcons,62,Saints,07
Cowboys,20,Bears,17
Bengals,10,Broncos,28
49ers,13,Dolphins,21
Cardinals,34,Eagles,23
Colts,14,Browns,24
Raiders,16,Vikings,24
Bills,31,Patriots,13
Rams,23,Chiefs,13
Chargers,00,Redskins,38
Lions,10,Steelers,24
Oilers,14,Giants,34
Jets,07,Packers,23
Falcons,00,Rams,31
Lions,13,Packers,13
Vikings,22,Bears,13
Eagles,23,Giants,23
Bills,07,Chargers,34
Dolphins,07,Raiders,12
Jets,34,Colts,10
49ers,36,Broncos,34
Browns,06,Steelers,33
Oilers,10,Bengals,24
Chiefs,10,Patriots,07
Redskins,27,Cardinals,34
Saints,03,Cowboys,40
Patriots,23,Dolphins,44
Packers,03,Vikings,11
Rams,40,49ers,20
Jets,07,Bills,09
Bears,33,Broncos,14
Bengals,20,Chargers,13
Raiders,03,Chiefs,16
Saints,10,Colts,14
Cardinals,10,Cowboys,45
Giants,10,Browns,12
Redskins,28,Eagles,07
Steelers,36,Oilers,07
Falcons,06,Lions,31
Chargers,21,Steelers,38
Packers,16,Giants,14
Bears,16,Saints,21
Bengals,10,Browns,17
Vikings,23,Lions,09
Colts,16,Patriots,24
Broncos,14,Chiefs,16
Raiders,17,Cardinals,10
Rams,31,Oilers,26
Jets,03,Dolphins,31
49ers,13,Falcons,09
Eagles,26,Bills,27
Cowboys,07,Redskins,14
Vikings,17,49ers,13
Colts,13,Bills,31
Lions,13,Saints,20
Redskins,21,Giants,03
Jets,09,Patriots,07
Steelers,07,Bengals,19
Raiders,27,Chargers,17
Eagles,27,Cardinals,24
Bears,06,Falcons,46
Broncos,48,Oilers,20
Chiefs,10,Packers,10
Cowboys,31,Rams,37
Dolphins,17,Browns,09
Oilers,13,Browns,42
Eagles,21,Vikings,28
Bills,06,Dolphins,27
Cardinals,13,Redskins,31
Colts,29,Lions,27
Giants,28,Cowboys,45
Chiefs,06,Bengals,14
Saints,00,49ers,40
Patriots,13,Bears,10
Packers,07,Rams,24
Jets,14,Steelers,26
Falcons,41,Chargers,00
Raiders,23,Broncos,23
Giants,27,Cardinals,35
Bengals,13,Steelers,20
Dolphins,30,Patriots,14
Broncos,40,Jets,28
Falcons,17,49ers,03
Rams,09,Vikings,10
Chargers,16,Browns,16
Cowboys,16,Eagles,30
Packers,00,Lions,34
Raiders,34,Colts,21
Redskins,03,Saints,19
Oilers,14,Bears,35
Chiefs,14,Bills,23
Rams,13,Falcons,15
Bills,00,Saints,13
Oilers,31,Colts,27
Broncos,17,Cardinals,17
Giants,00,Raiders,42
Patriots,23,Eagles,24
Bengals,10,Cowboys,38
Dolphins,24,Jets,14
Bears,31,Packers,17
49ers,20,Lions,30
Browns,03,Vikings,26
Chiefs,19,Chargers,00
Redskins,16,Steelers,21
Saints,07,Rams,29
Lions,07,Vikings,28
Cardinals,21,Packers,25
49ers,09,Redskins,33
Falcons,44,Eagles,27
Cowboys,23,Giants,10
Bengals,16,Bills,13
Browns,23,Oilers,13
Chargers,19,Broncos,30
Colts,00,Dolphins,44
Steelers,17,Raiders,09
Patriots,13,Jets,33
Bears,07,Chiefs,19
Broncos,23,Steelers,13
Oilers,14,Chiefs,38
Colts,14,Redskins,22
Dolphins,17,Bills,00
Lions,30,Bears,07
Jets,14,Bengals,20
Packers,24,Patriots,33
Saints,14,Chargers,17
Eagles,10,Cowboys,31
49ers,13,Rams,31
Cardinals,13,Giants,24
Browns,07,Raiders,03
Vikings,14,Falcons,20
Dolphins,14,Cowboys,07
Redskins,20,Lions,00
Bills,24,Colts,17
Cardinals,24,Bengals,42
Rams,24,Saints,13
Steelers,16,Browns,21
Chargers,03,Raiders,31
Bears,13,Vikings,31
Falcons,28,Jets,20
Giants,16,Eagles,20
Patriots,32,Oilers,00
Chiefs,10,Broncos,14
Packers,06,49ers,20
Eagles,28,49ers,38
Lions,20,Cardinals,16
Cowboys,22,Broncos,10
Bills,17,Falcons,06
Rams,26,Bears,00
Vikings,00,Bengals,27
Colts,17,Jets,20
Giants,24,Redskins,27
Saints,10,Packers,30
Raiders,17,Oilers,06
Chargers,14,Patriots,30
Browns,20,Chiefs,20
Steelers,26,Dolphins,30
Chiefs,07,Raiders,37
Vikings,31,Packers,07
Dolphins,03,Colts,16
Broncos,42,Chargers,28
Browns,17,Bengals,34
Redskins,07,Cowboys,27
Oilers,07,Steelers,33
Jets,23,Eagles,24
Cardinals,32,Falcons,10
Bears,07,Lions,40
Patriots,13,Bills,37
49ers,10,Saints,16
Giants,06,Rams,40
Lions,07,Dolphins,34
Steelers,37,49ers,14
Bills,34,Jets,14
Browns,17,Rams,30
Cowboys,30,Cardinals,03
Broncos,17,Raiders,21
Saints,10,Falcons,14
Bengals,27,Oilers,24
Packers,21,Bears,00
Chargers,06,Chiefs,33
Patriots,13,Colts,18
Vikings,31,Giants,07
Eagles,20,Redskins,38
Cowboys,24,Falcons,00
Chargers,14,Oilers,21
Lions,09,Bears,17
Rams,17,Broncos,10
Redskins,13,Giants,10
49ers,17,Saints,13
Browns,07,Bengals,33
Colts,00,Steelers,30
Eagles,03,Cardinals,07
Dolphins,24,Patriots,34
Jets,16,Chiefs,24
Vikings,32,Packers,17
Raiders,20,Bills,21
Vikings,07,Lions,06
Saints,00,Rams,24
Oilers,07,Browns,20
Jets,23,Bears,21
Steelers,35,Broncos,35
Chargers,20,Bengals,17
Packers,20,Colts,13
Patriots,28,Giants,20
Chiefs,07,Raiders,27
Dolphins,24,Bills,16
Cardinals,17,Redskins,10
49ers,16,Falcons,10
Cowboys,10,Eagles,13
Lions,19,Packers,21
Bears,07,Vikings,11
Bengals,21,49ers,03
Giants,14,Cowboys,06
Browns,07,Cardinals,29
Falcons,13,Saints,14
Raiders,17,Steelers,00
Jets,12,Bills,16
Colts,10,Eagles,30
Chiefs,17,Oilers,07
Rams,14,Patriots,20
Dolphins,28,Chargers,21
Broncos,03,Redskins,30
Lions,13,Rams,16
Raiders,40,Browns,24
Bills,27,Packers,07
Steelers,13,Oilers,07
Eagles,13,Chargers,07
Falcons,14,Giants,07
Redskins,17,Bengals,28
Cardinals,34,49ers,09
Broncos,17,Chiefs,14
Colts,03,Patriots,42
Saints,10,Bears,24
Vikings,23,Cowboys,21
Jets,17,Dolphins,21
Steelers,34,Chiefs,24
Rams,06,Packers,17
Saints,17,Broncos,33
Cowboys,28,Cardinals,31
Bears,10,Falcons,13
Patriots,24,Jets,00
Bengals,34,Browns,24
Dolphins,17,Redskins,20
Giants,07,Eagles,35
Bills,27,Colts,14
Raiders,14,Chargers,10
Oilers,10,Vikings,51
49ers,13,Lions,17
Saints,13,Falcons,03
Chiefs,03,Dolphins,09
49ers,14,Rams,37
Cardinals,31,Oilers,27
Eagles,24,Cowboys,31
Patriots,28,Bills,30
Chargers,07,Broncos,27
Lions,20,Vikings,16
Giants,03,Redskins,24
Browns,16,Steelers,20
Colts,35,Jets,20
Bengals,27,Raiders,30
Packers,09,Bears,10
Chiefs,24,Chargers,14
Rams,20,Jets,13
Broncos,21,Browns,23
Raiders,35,49ers,24
Patriots,17,Vikings,14
Bears,06,Bills,16
Eagles,10,Saints,14
Oilers,34,Bengals,21
Cowboys,21,Giants,07
Packers,17,Lions,19
Colts,07,Dolphins,17
Redskins,20,Cardinals,23
Falcons,17,Steelers,24
Saints,14,Lions,19
Bills,29,Patriots,28
Browns,35,Chargers,36
Raiders,28,Broncos,17
Cardinals,14,Cowboys,17
Eagles,00,Steelers,27
Redskins,17,Packers,06
Falcons,07,Dolphins,42
Vikings,17,Bears,00
Giants,33,Chiefs,27
Oilers,27,Jets,22
Bengals,24,Colts,14
Rams,15,49ers,13
Dolphins,21,Saints,00
49ers,14,Cowboys,20
Redskins,27,Eagles,20
Broncos,17,Colts,06
Falcons,00,Rams,21
Oilers,21,Bills,09
Jets,26,Giants,20
Bears,03,Packers,20
Lions,13,Raiders,35
Steelers,10,Bengals,17
Chargers,14,Chiefs,07
Browns,21,Patriots,14
Vikings,28,Cardinals,24
Cardinals,13,Eagles,03
49ers,34,Bears,00
Giants,19,Lions,20
Steelers,26,Browns,16
Rams,07,Saints,20
Chargers,10,Raiders,17
Cowboys,21,Redskins,28
Packers,19,Vikings,07
Jets,21,Patriots,16
Bengals,03,Oilers,20
Colts,17,Falcons,07
Bills,28,Dolphins,35
Chiefs,42,Broncos,34
Vikings,17,Rams,20
Broncos,20,Raiders,17
Bills,15,Browns,10
Chargers,00,Packers,34
Eagles,07,Redskins,26
Patriots,27,Colts,17
Cardinals,23,Giants,21
Falcons,00,49ers,27
Cowboys,10,Oilers,00
Bears,17,Lions,34
Chiefs,06,Bengals,33
Dolphins,14,Jets,17
Steelers,28,Saints,07
Broncos,31,Lions,27
Redskins,23,Cowboys,24
Oilers,13,Steelers,10
Giants,13,Bears,16
49ers,00,Browns,07
Colts,00,Bills,06
Chiefs,17,Cardinals,13
Chargers,14,Jets,27
Packers,14,Eagles,36
Patriots,26,Raiders,41
Rams,30,Falcons,07
Saints,09,Vikings,29
Bengals,03,Dolphins,24
Falcons,10,Vikings,23
Browns,17,Cowboys,41
Bears,21,Chargers,28
Packers,06,49ers,07
Dolphins,17,Colts,16
Steelers,21,Patriots,17
Oilers,14,Broncos,37
Lions,23,Bengals,19
Cardinals,00,Saints,14
Eagles,20,Giants,07
Bills,10,Jets,20
Raiders,07,Chiefs,06
Redskins,23,Rams,17
Vikings,35,Chiefs,15
Bengals,03,Steelers,27
Cowboys,23,Raiders,27
Browns,24,Oilers,28
Broncos,00,Chargers,17
Packers,03,Falcons,10
Saints,21,49ers,35
Bears,00,Redskins,42
Lions,17,Eagles,28
Jets,45,Colts,38
Giants,14,Cardinals,26
Patriots,27,Dolphins,34
Bills,14,Rams,19
Browns,17,Bengals,24
Jets,14,Bills,42
Oilers,07,Patriots,00
Chiefs,33,Broncos,37
Colts,35,Bears,07
Lions,30,Packers,16
Rams,07,Cowboys,18
Saints,03,Redskins,41
Giants,23,Eagles,14
49ers,17,Vikings,27
Falcons,20,Cardinals,23
Steelers,37,Chargers,00
Raiders,31,Dolphins,21
Bills,30,Steelers,21
Jets,30,Chiefs,24
Giants,13,Redskins,49
Eagles,13,Bears,15
Cardinals,31,Cowboys,37
Vikings,42,Browns,10
Dolphins,22,Patriots,14
Chargers,17,Oilers,33
Lions,17,Falcons,14
Rams,23,49ers,14
Raiders,31,Colts,20
Bengals,21,Saints,00
Packers,13,Broncos,23
Dolphins,31,Packers,07
Giants,14,Cardinals,26
Bengals,21,Oilers,19
Saints,07,Falcons,14
Broncos,14,Bills,38
Colts,13,Rams,24
Redskins,10,Eagles,26
Patriots,07,Jets,36
Steelers,42,Browns,06
49ers,20,Chiefs,03
Bears,03,Vikings,28
Raiders,06,Chargers,00
Cowboys,36,Lions,10
Bills,38,Colts,31
Eagles,16,Dolphins,24
Broncos,09,Steelers,20
Rams,13,Chargers,10
Oilers,40,Browns,10
Raiders,10,Chiefs,42
Packers,19,Saints,20
Bears,07,Lions,27
Cowboys,13,Giants,07
Patriots,10,Bengals,27
Falcons,17,49ers,03
Jets,21,Vikings,29
Cardinals,17,Redskins,27
Saints,21,49ers,35
Browns,15,Broncos,16
Packers,19,Cowboys,17
Raiders,10,Bengals,14
Eagles,20,Cardinals,31
Redskins,10,Oilers,13
Dolphins,43,Jets,00
Bears,03,Steelers,34
Lions,19,Vikings,25
Chiefs,12,Chargers,10
Falcons,07,Rams,22
Colts,10,Patriots,21
Giants,17,Bills,14
Cardinals,20,Giants,13
Saints,14,Rams,38
49ers,16,Patriots,24
Lions,08,Oilers,24
Redskins,23,Browns,07
Bengals,21,Falcons,14
Chargers,00,Raiders,25
Broncos,13,Chiefs,26
Cowboys,20,Eagles,17
Steelers,16,Packers,13
Colts,45,Jets,28
Dolphins,35,Bills,30
Vikings,13,Bears,09
Chargers,24,Giants,35
Raiders,42,Broncos,17
Dolphins,46,Bears,13
Lions,28,49ers,17
Patriots,17,Cardinals,24
Vikings,28,Packers,17
Steelers,30,Bengals,24
Cowboys,24,Redskins,30
Falcons,07,Saints,23
Browns,07,Colts,21
Bills,24,Jets,23
Oilers,17,Chiefs,13
Rams,42,Eagles,03
Saints,10,Raiders,48
Bengals,17,Broncos,16
Oilers,17,Steelers,24
Browns,10,Lions,21
Packers,14,Bears,27
Cardinals,24,Eagles,23
Falcons,00,Vikings,38
49ers,24,Rams,23
Redskins,21,Giants,13
Jets,07,Dolphins,27
Patriots,33,Chargers,19
Colts,42,Bills,35
Chiefs,34,Cowboys,31
Broncos,27,Chargers,17
Chiefs,03,Steelers,28
Browns,17,Raiders,38
Redskins,17,Cardinals,20
Eagles,13,Giants,10
Dolphins,19,Oilers,20
Packers,10,Lions,13
Cowboys,34,Patriots,31
Jets,19,Colts,52
Vikings,20,Saints,07
Bears,03,49ers,31
Rams,16,Falcons,07
Bills,24,Bengals,33
Bengals,23,Browns,35
Cardinals,37,Jets,06
Raiders,26,Redskins,23
Lions,21,Chiefs,24
Giants,14,Packers,40
Broncos,21,Falcons,35
Colts,33,Dolphins,17
Eagles,17,Cowboys,27
Bears,10,Rams,38
49ers,16,Saints,06
Patriots,31,Bills,45
Chargers,13,Vikings,28
