Giants,27,Falcons,24
Seahawks,19,Jets,03
Chargers,17,Bears,20
Rams,17,49ers,20
Packers,27,Lions,31
Dolphins,27,Cowboys,28
Patriots,22,Redskins,24
Oilers,13,Steelers,26
Seahawks,24,Packers,34
Falcons,41,Saints,10
Browns,13,Bills,22
Jets,26,Giants,07
Bears,10,Buccaneers,20
Cowboys,17,Eagles,14
49ers,17,Steelers,14
Cardinals,21,Redskins,42
Lions,13,Rams,20
Oilers,21,Bengals,34
Chiefs,20,Chargers,22
Patriots,17,Raiders,27
Colts,10,Dolphins,27
Vikings,17,Broncos,19
Browns,20,Broncos,23
Bengals,40,Chargers,17
Eagles,52,Cardinals,10
Giants,24,Packers,26
Steelers,21,Seahawks,24
Falcons,14,49ers,17
Buccaneers,10,Vikings,25
Raiders,16,Oilers,17
Dolphins,30,Patriots,27
Jets,41,Colts,14
Lions,31,Redskins,33
Saints,21,Rams,13
Bears,16,Chiefs,13
Bills,14,Cowboys,27
Bills,00,Cardinals,24
Redskins,30,Giants,27
Browns,15,49ers,12
Cowboys,24,Lions,27
Colts,13,Eagles,38
Raiders,33,Dolphins,17
Steelers,34,Falcons,20
Jets,17,Patriots,06
Bears,17,Packers,21
Broncos,24,Buccaneers,07
Oilers,10,Chiefs,23
Rams,10,Bengals,24
Saints,10,Vikings,20
Chargers,23,Seahawks,44
Dolphins,15,Jets,16
Patriots,17,Bills,20
Saints,27,Oilers,24
Steelers,32,Browns,10
Cardinals,35,Colts,24
Giants,20,Eagles,10
Broncos,21,Bengals,38
49ers,33,Rams,31
Redskins,10,Cowboys,24
Chargers,55,Raiders,21
Packers,03,Buccaneers,37
Seahawks,13,Chiefs,40
Lions,23,Bears,07
Vikings,30,Falcons,31
Bears,09,Cowboys,10
Chiefs,10,Lions,27
Falcons,31,Oilers,27
Packers,35,Vikings,23
Rams,00,Steelers,24
Redskins,14,Bills,21
Broncos,17,Chargers,34
Bengals,41,Browns,21
Giants,10,49ers,17
Cardinals,27,Patriots,20
Raiders,32,Seahawks,31
Colts,00,Jets,25
Buccaneers,31,Saints,14
Eagles,10,Dolphins,13
Browns,13,Oilers,17
Eagles,13,Redskins,15
Falcons,23,Buccaneers,24
Saints,03,Cardinals,30
Vikings,09,Bears,10
Cowboys,37,Colts,13
49ers,21,Bengals,03
Lions,17,Packers,31
Jets,23,Seahawks,27
Rams,07,Giants,10
Chiefs,13,Broncos,16
Bills,28,Chargers,27
Patriots,14,Dolphins,24
Steelers,27,Raiders,30
Vikings,07,Lions,45
Jets,14,Browns,13
Eagles,10,Cowboys,21
Oilers,06,49ers,28
Colts,14,Redskins,38
Dolphins,17,Chiefs,07
Seahawks,13,Broncos,23
Bears,23,Raiders,06
Packers,35,Saints,07
Giants,20,Cardinals,10
Bills,19,Patriots,10
Bengals,17,Steelers,10
Chargers,24,Buccaneers,23
Falcons,16,Rams,21
Cowboys,10,Giants,13
Bills,06,Dolphins,16
Broncos,24,Bears,35
Chiefs,10,Vikings,06
Browns,21,Seahawks,42
Bengals,30,Falcons,28
49ers,21,Saints,17
Buccaneers,20,Lions,17
Redskins,30,Rams,07
Packers,03,Jets,28
Cardinals,00,Eagles,38
Patriots,21,Colts,23
Steelers,20,Oilers,21
Raiders,10,Chargers,23
Buccaneers,10,Vikings,17
Browns,21,Seahawks,07
Oilers,06,Bengals,27
Cardinals,21,Saints,07
Redskins,37,Eagles,34
Chiefs,09,Bills,14
Bears,10,Lions,17
Rams,23,Packers,35
Falcons,16,Giants,14
Chargers,23,Broncos,03
Raiders,23,49ers,17
Patriots,24,Colts,13
Dolphins,45,Jets,28
Steelers,36,Cowboys,28
Vikings,22,Bills,23
Seahawks,21,Oilers,23
Raiders,38,Falcons,14
Jets,31,Patriots,07
Bengals,20,Steelers,26
Colts,20,Dolphins,24
Lions,19,Rams,14
Saints,10,Bears,00
Redskins,21,Buccaneers,13
Eagles,24,Browns,21
49ers,21,Broncos,24
Chargers,12,Chiefs,19
Cowboys,24,Cardinals,07
Packers,27,Giants,19
Patriots,07,Browns,10
Steelers,24,Oilers,10
Seahawks,17,Broncos,10
Redskins,27,Giants,17
Buccaneers,09,Cowboys,14
Vikings,07,Packers,26
Chiefs,17,Saints,27
Dolphins,09,Bills,07
Rams,17,Falcons,34
Lions,17,Bears,20
49ers,31,Cardinals,20
Bengals,18,Eagles,14
Colts,00,Jets,37
Chargers,24,Raiders,28
Giants,13,Lions,06
Browns,14,Cowboys,31
Bears,07,Vikings,35
Oilers,21,Patriots,29
Packers,13,Jets,15
Broncos,20,Chargers,30
Steelers,00,Seahawks,16
Saints,23,49ers,20
Eagles,09,Redskins,13
Cardinals,23,Falcons,20
Colts,00,Bills,20
Chiefs,14,Rams,20
Raiders,17,Bengals,31
Dolphins,17,Buccaneers,23
49ers,30,Rams,24
Vikings,14,Dolphins,22
Cardinals,23,Eagles,20
Buccaneers,13,Saints,10
Bills,21,Packers,33
Oilers,14,Giants,17
Bengals,20,Colts,17
Chiefs,14,Steelers,35
Falcons,34,Broncos,27
Chargers,30,Browns,13
Seahawks,23,Raiders,28
Cowboys,24,Redskins,10
Patriots,13,Bears,26
Jets,28,Lions,13
Eagles,07,Giants,23
Chargers,41,49ers,37
Broncos,27,Rams,24
Colts,10,Vikings,13
Browns,10,Bengals,23
Raiders,21,Chiefs,16
Bears,14,Seahawks,20
Lions,30,Packers,10
Saints,00,Falcons,35
Buccaneers,17,Jets,32
Dolphins,00,Patriots,03
Redskins,12,Cardinals,07
Steelers,00,Bills,13
Cowboys,37,Oilers,07
Rams,31,Raiders,37
Jets,19,Dolphins,20
Chiefs,37,Broncos,16
Patriots,16,Seahawks,00
Oilers,14,Eagles,35
Bills,23,Buccaneers,24
Falcons,17,49ers,07
Steelers,09,Browns,10
Vikings,34,Lions,31
Packers,20,Colts,20
Saints,07,Cowboys,21
Giants,14,Redskins,15
Cardinals,10,Bears,07
Bengals,34,Chargers,50
Browns,20,Oilers,14
Broncos,10,Raiders,27
Seahawks,10,Bengals,24
Colts,26,Chargers,44
Jets,42,Vikings,14
Patriots,14,Steelers,37
Bears,34,Rams,26
Giants,21,Cardinals,24
Eagles,24,Cowboys,20
49ers,26,Chiefs,13
Redskins,27,Saints,10
Packers,38,Falcons,07
Lions,21,Buccaneers,23
Bills,10,Dolphins,27
Bills,19,Patriots,30
Bengals,35,Oilers,27
Browns,21,Steelers,37
Broncos,11,Seahawks,13
Rams,21,49ers,20
Dolphins,34,Colts,07
Cardinals,00,Redskins,28
Raiders,41,Chargers,34
Giants,26,Eagles,24
Jets,13,Chiefs,37
Falcons,06,Saints,35
Bears,23,Buccaneers,26
Packers,24,Lions,27
Cowboys,27,Vikings,31
Eagles,22,49ers,17
Colts,29,Patriots,23
Raiders,20,Bengals,10
Lions,11,Buccaneers,00
Dolphins,12,Bills,00
Broncos,14,Steelers,10
Jets,41,Chargers,29
Seahawks,13,Chiefs,17
Cardinals,17,Saints,28
Packers,41,Oilers,38
Falcons,20,Bears,17
Rams,16,Giants,06
Vikings,27,Browns,21
Cowboys,31,Redskins,30
49ers,48,Vikings,17
Saints,27,Rams,30
Seahawks,17,Jets,10
Steelers,25,Packers,21
Cowboys,34,Cardinals,17
Bills,10,Bengals,06
Redskins,23,Eagles,13
Browns,31,Lions,26
Broncos,17,Colts,10
Giants,16,Falcons,13
Buccaneers,10,Bears,17
Oilers,06,Raiders,20
Patriots,24,Dolphins,34
Chargers,17,Chiefs,14
Bengals,07,Browns,17
Vikings,19,Buccaneers,16
Bears,31,Saints,34
Rams,24,Packers,27
49ers,42,Cardinals,27
Colts,23,Bills,28
Eagles,13,Broncos,10
Steelers,40,Oilers,28
Chargers,31,Seahawks,34
Falcons,30,Lions,14
Jets,13,Patriots,23
Chiefs,12,Redskins,27
Giants,13,Cowboys,28
Dolphins,14,Raiders,27
Browns,30,Chargers,24
Oilers,13,Bills,30
Bengals,23,Buccaneers,17
Chiefs,06,Dolphins,14
Raiders,22,Broncos,07
Lions,17,Vikings,20
Falcons,20,49ers,24
Bears,19,Colts,22
Patriots,28,Steelers,23
Redskins,27,Seahawks,17
Rams,24,Jets,27
Saints,20,Cowboys,21
Cardinals,14,Eagles,11
Packers,03,Giants,27
Buccaneers,14,Packers,55
Seahawks,24,Browns,09
Cardinals,14,Chiefs,38
Chargers,41,Giants,34
Cowboys,37,Vikings,24
Lions,10,Rams,21
Dolphins,07,Saints,17
Eagles,28,Falcons,24
Broncos,14,Bears,31
Colts,34,Bengals,31
Oilers,10,Steelers,17
Raiders,35,Redskins,37
49ers,33,Patriots,13
Jets,34,Bills,10
Seahawks,21,Chargers,28
Bills,38,Dolphins,35
Broncos,26,Oilers,14
Chiefs,20,Raiders,21
Patriots,07,Colts,12
Jets,07,Browns,10
Vikings,23,Bears,14
Packers,14,Lions,38
Rams,10,49ers,07
Saints,19,Falcons,17
Eagles,17,Giants,13
Buccaneers,24,Cowboys,27
Redskins,38,Cardinals,14
Steelers,24,Bengals,14
Bills,30,Colts,07
Browns,17,Steelers,44
Oilers,14,Vikings,34
Raiders,36,Seahawks,38
Dolphins,32,Jets,14
Bengals,17,Broncos,24
49ers,32,Saints,13
Chargers,21,Patriots,37
Giants,17,Chiefs,38
Eagles,07,Cowboys,37
Cardinals,34,Buccaneers,27
Bears,17,Lions,31
Falcons,21,Rams,27
Redskins,47,Packers,48
Browns,21,Bengals,28
Chiefs,13,Oilers,10
Raiders,40,Cowboys,38
Dolphins,21,Colts,07
Patriots,31,Bills,00
Steelers,27,Seahawks,21
Falcons,27,Jets,21
Chargers,06,Broncos,14
Saints,24,Buccaneers,21
49ers,45,Rams,35
Bears,07,Eagles,06
Vikings,20,Packers,17
Lions,17,Redskins,38
Giants,20,Cardinals,20
Chiefs,24,Broncos,27
Patriots,13,Falcons,24
Oilers,19,Browns,25
Colts,22,Eagles,21
Saints,21,Bills,27
Buccaneers,12,Steelers,17
Lions,38,Bears,17
Jets,27,49ers,13
Seahawks,34,Raiders,21
Packers,14,Bengals,34
Rams,14,Dolphins,30
Vikings,31,Cardinals,41
Cowboys,38,Giants,20
Redskins,27,Chargers,24
Cardinals,07,Redskins,45
Colts,17,Jets,14
Raiders,28,Chiefs,20
Browns,21,Packers,35
Broncos,19,Seahawks,27
Dolphins,20,49ers,17
Bears,14,Rams,21
Bills,07,Patriots,21
Bengals,55,Oilers,14
Buccaneers,17,Vikings,12
Cowboys,27,Eagles,20
Chargers,03,Steelers,26
Falcons,10,Saints,27
Giants,09,Lions,15
Cowboys,23,Chargers,24
Lions,17,Oilers,27
Saints,00,49ers,27
Eagles,14,Bears,17
Buccaneers,00,Browns,20
Packers,29,Vikings,21
Bills,24,Jets,17
Seahawks,28,Cardinals,33
Steelers,24,Colts,13
Dolphins,06,Patriots,17
Broncos,20,Raiders,22
Redskins,33,Giants,17
Bengals,15,Chiefs,20
Rams,36,Falcons,13
Raiders,27,Bills,24
Chargers,14,Cardinals,44
Vikings,17,Steelers,14
Redskins,42,Rams,20
Giants,23,Eagles,00
49ers,24,Falcons,28
Seahawks,27,Broncos,38
Browns,30,Patriots,00
Oilers,10,Bengals,38
Colts,00,Dolphins,37
Chiefs,21,Cowboys,41
Bears,27,Buccaneers,00
Lions,23,Packers,20
Jets,31,Saints,28
Cardinals,17,Cowboys,35
Steelers,03,Lions,45
Broncos,07,Chargers,31
Oilers,24,Buccaneers,33
49ers,03,Bears,13
Bills,17,Rams,41
Colts,23,Browns,41
Giants,12,Raiders,27
Eagles,24,Redskins,28
Chiefs,48,Seahawks,51
Packers,41,Falcons,47
Vikings,16,Saints,17
Patriots,03,Jets,26
Bengals,14,Dolphins,38
Raiders,42,Chargers,10
Browns,06,Broncos,27
Dolphins,24,Oilers,17
Jets,10,Colts,06
Falcons,21,Redskins,37
Bears,28,Packers,31
Bills,14,Chiefs,09
Bengals,23,Steelers,10
Cowboys,35,Seahawks,10
Buccaneers,21,49ers,35
Rams,09,Eagles,13
Saints,00,Patriots,07
Cardinals,10,Giants,06
Vikings,02,Lions,13
Steelers,34,Jets,07
Falcons,24,Dolphins,31
Redskins,31,Cowboys,10
49ers,23,Bills,10
Cardinals,34,Raiders,24
Browns,27,Oilers,34
Saints,20,Eagles,17
Colts,19,Broncos,21
Bears,19,Vikings,13
Lions,09,Bengals,17
Chiefs,38,Chargers,41
Patriots,21,Rams,07
Seahawks,17,Giants,12
Packers,12,Buccaneers,09
Jets,14,Dolphins,34
Bengals,14,Vikings,20
Giants,22,Redskins,31
Oilers,10,Colts,20
Chargers,14,Raiders,30
Packers,21,Bears,23
Steelers,17,Browns,30
Rams,26,Saints,24
Eagles,07,Cardinals,31
Buccaneers,20,Lions,23
Broncos,17,Chiefs,48
Patriots,06,Seahawks,24
Bills,14,Falcons,31
Cowboys,17,49ers,42
Eagles,27,Giants,28
Chargers,42,Vikings,13
Falcons,36,Saints,28
Dolphins,35,Redskins,17
Patriots,21,Bills,17
Chiefs,37,Steelers,27
Bengals,17,Broncos,20
Raiders,24,Oilers,14
Jets,23,Colts,14
Cardinals,23,Packers,24
49ers,30,Lions,27
Buccaneers,14,Bears,34
Cowboys,20,Rams,13
Browns,00,Seahawks,33
Steelers,23,Jets,17
Chiefs,27,Bengals,22
Patriots,07,Dolphins,28
Chargers,17,Seahawks,31
Cowboys,07,Giants,28
Lions,27,Falcons,24
Packers,07,Raiders,28
Bills,07,Cardinals,37
Browns,17,Rams,20
Broncos,00,Bears,27
Buccaneers,13,Saints,17
Colts,35,Oilers,21
Vikings,17,Eagles,19
Redskins,31,49ers,37
Cardinals,34,Colts,33
Lions,17,Buccaneers,21
Rams,14,Steelers,24
Saints,20,49ers,30
Broncos,24,Browns,14
Bengals,23,Jets,43
Bears,09,Packers,07
Oilers,14,Chargers,31
Raiders,22,Chiefs,20
Seahawks,23,Patriots,38
Falcons,20,Vikings,27
Eagles,17,Cowboys,23
Giants,14,Redskins,30
Dolphins,21,Bills,17
Oilers,10,Falcons,42
Colts,07,Dolphins,44
Chiefs,00,Broncos,21
Jets,28,Bills,26
Steelers,10,Browns,20
Bears,09,Seahawks,38
49ers,21,Eagles,09
Buccaneers,14,Giants,17
Packers,06,Cowboys,20
Redskins,26,Patriots,10
Rams,24,Bengals,14
Cardinals,24,Saints,34
Vikings,29,Lions,28
Chargers,30,Raiders,33
Raiders,13,Broncos,16
Saints,27,Oilers,10
Dolphins,36,Cardinals,28
Lions,24,Chargers,27
Packers,27,Buccaneers,30
Patriots,28,Jets,21
Eagles,00,Redskins,20
Seahawks,20,Vikings,12
Cowboys,23,Bears,14
Falcons,05,49ers,14
Bills,17,Colts,31
Giants,12,Rams,33
Browns,06,Chiefs,10
Bengals,17,Steelers,38
Jets,17,Chiefs,16
Patriots,17,Browns,16
Vikings,31,Buccaneers,35
Eagles,27,Bills,17
Cardinals,31,Cowboys,20
Redskins,35,Colts,07
Dolphins,31,Steelers,07
Saints,07,Bears,20
Falcons,30,Rams,28
Broncos,28,Lions,07
Oilers,03,Bengals,13
Chargers,34,Packers,28
Seahawks,14,Raiders,28
49ers,31,Giants,10
Colts,07,Eagles,16
Oilers,10,Dolphins,28
Buccaneers,07,Lions,13
Giants,19,Falcons,07
Vikings,20,Raiders,23
Bears,21,Cardinals,38
Jets,24,Browns,20
Rams,28,Saints,10
Cowboys,14,Redskins,34
Chargers,13,Chiefs,31
Bills,28,Seahawks,31
Bengals,14,Patriots,20
Steelers,20,49ers,17
Packers,14,Broncos,17
Browns,09,Bengals,12
Saints,27,Cowboys,30
Giants,10,Eagles,24
49ers,34,Oilers,21
Redskins,24,Cardinals,26
Bears,44,Buccaneers,09
Dolphins,44,Patriots,24
Seahawks,30,Packers,24
Steelers,16,Colts,17
Raiders,44,Chargers,37
Broncos,37,Bills,07
Chiefs,07,Jets,28
Lions,16,Vikings,14
Rams,24,Falcons,10
Saints,16,Browns,14
Cardinals,34,Eagles,14
49ers,33,Rams,00
Bills,07,Dolphins,38
Colts,03,Cowboys,22
Bengals,31,Oilers,13
Vikings,07,Bears,16
Broncos,22,Raiders,19
Jets,20,Patriots,30
Redskins,13,Giants,37
Falcons,10,Steelers,35
Buccaneers,20,Chiefs,24
Lions,09,Packers,41
Seahawks,24,Chargers,00
Rams,16,Cardinals,13
Giants,19,Cowboys,07
Eagles,23,Lions,23
Dolphins,31,Jets,17
Patriots,19,Broncos,26
Raiders,06,Bears,17
Chargers,38,Colts,10
Bengals,17,49ers,23
Chiefs,00,Seahawks,45
Packers,23,Saints,13
Oilers,07,Steelers,35
Buccaneers,24,Vikings,27
Browns,13,Bills,10
Falcons,14,Redskins,27
49ers,41,Browns,07
Lions,14,Redskins,28
Cowboys,24,Cardinals,17
Bills,10,Patriots,38
Vikings,17,Packers,45
Saints,17,Falcons,13
Giants,17,Buccaneers,20
Eagles,23,Dolphins,24
Colts,09,Jets,05
Steelers,20,Bengals,22
Bears,13,Rams,29
Broncos,16,Chargers,13
Oilers,17,Chiefs,16
Raiders,14,Seahawks,17
Buccaneers,17,49ers,24
Cardinals,10,Giants,16
Redskins,10,Eagles,16
Vikings,21,Broncos,42
Rams,06,Packers,31
Jets,20,Oilers,31
Seahawks,26,Bengals,06
Cowboys,03,Bills,14
Lions,14,Bears,16
Patriots,50,Colts,17
Browns,23,Falcons,07
Chiefs,07,Raiders,17
Dolphins,28,Chargers,34
Steelers,24,Saints,27
Patriots,17,Cowboys,20
Packers,28,Lions,31
Eagles,16,Cardinals,17
Bills,14,Redskins,41
Rams,34,Buccaneers,33
Bears,34,Vikings,03
Oilers,10,Browns,27
Colts,07,Raiders,21
Chiefs,27,Giants,28
Chargers,24,Steelers,52
Falcons,14,Bengals,35
Seahawks,27,Broncos,24
49ers,35,Saints,03
Jets,17,Dolphins,28
Redskins,31,Vikings,17
Steelers,20,Oilers,23
Cowboys,26,Eagles,10
Lions,17,Seahawks,38
Saints,21,Rams,34
Buccaneers,14,Packers,27
Colts,15,Bills,21
Giants,20,Jets,10
Cardinals,33,Patriots,10
Raiders,45,Dolphins,34
49ers,35,Falcons,17
Bengals,20,Browns,17
Broncos,13,Chiefs,16
Bears,07,Chargers,20
Vikings,07,49ers,51
Bills,17,Jets,21
Oilers,16,Rams,27
Dolphins,35,Colts,17
Browns,20,Steelers,23
Bengals,24,Saints,21
Patriots,17,Eagles,27
Redskins,30,Cowboys,28
Chargers,13,Broncos,16
Seahawks,07,Chiefs,34
Falcons,06,Buccaneers,23
Packers,20,Bears,14
Giants,21,Cardinals,31
Raiders,24,Lions,03
Rams,16,49ers,19
Saints,10,Giants,03
Broncos,31,Seahawks,14
Colts,10,Patriots,16
Browns,27,Oilers,20
Bills,21,Bengals,52
Chiefs,42,Chargers,21
Jets,21,Buccaneers,41
Cardinals,27,Redskins,29
Bears,30,Lions,13
Packers,38,Vikings,14
Eagles,10,Falcons,26
Steelers,13,Raiders,07
Cowboys,21,Dolphins,28
Colts,03,Steelers,45
Chiefs,47,Saints,27
Dolphins,23,Oilers,26
Jets,00,Raiders,31
Buccaneers,28,Bears,38
Chargers,14,Bills,09
Broncos,16,Rams,20
49ers,21,Vikings,28
Lions,28,Falcons,27
Packers,20,Patriots,26
Eagles,00,Giants,21
Cardinals,27,Browns,24
Seahawks,28,Bengals,24
Redskins,14,Cowboys,44
Raiders,20,Chiefs,36
Colts,13,Dolphins,30
Patriots,07,Bears,20
Cowboys,21,Lions,26
Seahawks,49,Chargers,35
Falcons,16,49ers,35
Rams,17,Eagles,06
Bills,03,Jets,42
Bengals,27,Cardinals,41
Oilers,13,Redskins,16
Giants,20,Packers,23
Saints,23,Broncos,34
Vikings,31,Buccaneers,16
Steelers,07,Browns,17
Bears,33,Vikings,24
Chargers,44,Bengals,41
Broncos,44,Falcons,28
Jets,24,Packers,03
Oilers,00,Steelers,20
Chiefs,00,Dolphins,31
Browns,07,Cowboys,20
Patriots,17,Bills,14
Cardinals,17,Giants,27
Lions,06,Colts,14
Eagles,19,Redskins,06
Buccaneers,13,Saints,20
49ers,34,Raiders,10
Rams,35,Seahawks,24
Browns,21,Chargers,07
Colts,20,Jets,25
Saints,20,49ers,17
Giants,16,Eagles,10
Dolphins,30,Broncos,26
Seahawks,07,Chiefs,28
Redskins,10,Bears,45
Cowboys,17,Oilers,10
Raiders,35,Patriots,20
Packers,28,Cardinals,43
Vikings,27,Bills,20
Buccaneers,09,Lions,30
Falcons,06,Rams,17
Bengals,37,Steelers,24
Bills,17,Colts,49
Oilers,20,Broncos,31
Chiefs,10,Raiders,19
Patriots,20,Browns,24
Cowboys,30,Giants,29
Lions,10,Packers,43
Vikings,10,Rams,13
Eagles,21,Saints,23
49ers,38,Falcons,17
Jets,29,Bengals,20
Steelers,20,Dolphins,24
Chargers,21,Seahawks,26
Bears,27,Buccaneers,19
Cardinals,10,Redskins,27
Chiefs,20,Chargers,31
Steelers,13,Cowboys,27
Falcons,26,Seahawks,30
Rams,31,Buccaneers,27
Vikings,17,Packers,20
Saints,13,Raiders,23
Lions,03,Redskins,24
Cardinals,07,Eagles,30
Bills,03,Patriots,14
Browns,21,Oilers,06
Giants,30,Bengals,35
Broncos,15,Colts,10
Bears,26,49ers,10
Dolphins,07,Jets,23
Colts,09,Bills,21
Raiders,21,Browns,20
Bengals,27,Oilers,44
Buccaneers,38,Dolphins,41
Redskins,03,Giants,17
Cardinals,10,Steelers,23
Jets,13,Patriots,20
49ers,21,Lions,23
Saints,24,Falcons,31
Chargers,17,Vikings,21
Cowboys,14,Eagles,16
Rams,16,Chiefs,00
Seahawks,10,Broncos,13
Packers,07,Bears,23
Falcons,10,Cowboys,24
Packers,10,Colts,37
Vikings,09,Bears,27
Giants,21,Saints,13
49ers,28,Rams,14
Seahawks,14,Jets,17
Bills,17,Eagles,21
Broncos,30,Chiefs,10
Oilers,20,Cardinals,10
Patriots,32,Buccaneers,14
Steelers,21,Bengals,26
Dolphins,21,Lions,31
Redskins,14,Browns,07
Chargers,21,Raiders,34
Chiefs,20,Oilers,23
Broncos,10,Chargers,30
Bengals,23,Bills,17
Browns,09,Steelers,10
Lions,13,Vikings,16
Bears,16,Packers,10
Eagles,13,49ers,24
Dolphins,13,Patriots,17
Raiders,03,Seahawks,33
Jets,35,Colts,17
Buccaneers,20,Giants,22
Redskins,44,Falcons,10
Saints,10,Rams,28
Cowboys,10,Cardinals,21
Oilers,00,Bills,20
Falcons,17,Eagles,23
Raiders,34,Chargers,40
Lions,03,Bears,24
Packers,27,Vikings,17
Rams,19,Giants,24
Colts,15,Patriots,34
Cowboys,13,Redskins,07
Browns,10,Bengals,27
Seahawks,27,Saints,03
Jets,17,Dolphins,21
Steelers,36,Chiefs,28
Cardinals,00,Buccaneers,16
49ers,16,Broncos,17
Chiefs,03,49ers,31
Bears,44,Cowboys,00
Rams,14,Falcons,30
Vikings,21,Lions,41
Saints,14,Packers,38
Bengals,06,Raiders,13
Buccaneers,28,Jets,62
Dolphins,34,Colts,20
Patriots,20,Seahawks,13
Chargers,24,Broncos,30
Steelers,30,Oilers,07
Bills,07,Browns,17
Eagles,24,Cardinals,14
Giants,21,Redskins,23
Giants,34,Cardinals,03
Packers,17,Rams,34
Eagles,17,Cowboys,34
Dolphins,23,Bills,14
Colts,07,Chiefs,20
Broncos,28,Raiders,31
Bengals,06,Browns,24
Redskins,30,Steelers,23
Patriots,13,Jets,16
Chargers,35,Oilers,37
Falcons,00,Bears,36
Lions,16,Buccaneers,19
Saints,30,Vikings,23
Seahawks,06,49ers,19
Cardinals,17,Cowboys,35
Jets,20,Lions,31
Broncos,31,Steelers,23
Oilers,27,Bengals,45
Browns,35,Giants,33
Bills,07,Chargers,40
Chiefs,06,Seahawks,24
Raiders,34,Falcons,24
Patriots,38,Colts,31
Rams,03,Saints,29
Vikings,28,Eagles,23
49ers,35,Redskins,08
Buccaneers,00,Packers,21
Bears,24,Dolphins,38
Browns,13,Seahawks,31
Colts,10,Bears,17
Raiders,17,Broncos,14
Dolphins,34,Packers,24
Jets,27,Bills,07
Steelers,44,Chargers,54
Falcons,10,Chiefs,38
Cowboys,24,Bengals,50
Buccaneers,07,Vikings,26
Redskins,17,Eagles,12
Lions,06,Patriots,23
Saints,16,Cardinals,28
Giants,35,Oilers,14
Rams,27,49ers,20
Bears,19,Jets,06
Chiefs,13,Broncos,14
Giants,21,Cowboys,28
Eagles,14,Chargers,20
Bills,24,Steelers,30
Cardinals,14,Rams,46
Seahawks,03,Raiders,13
Packers,26,Lions,23
Bengals,24,Redskins,27
49ers,31,Saints,19
Oilers,21,Browns,28
Colts,31,Buccaneers,23
Vikings,13,Falcons,14
Patriots,27,Dolphins,30
Broncos,27,Seahawks,24
Redskins,27,Cardinals,16
Steelers,10,Giants,28
Bengals,23,Patriots,34
Packers,20,Buccaneers,17
Bills,00,Dolphins,28
Browns,10,Jets,37
Cowboys,16,49ers,31
Falcons,16,Saints,10
Bears,37,Lions,17
Oilers,16,Colts,34
Chargers,34,Chiefs,38
Eagles,37,Vikings,35
Raiders,16,Rams,06
Bengals,14,Chiefs,24
Dolphins,28,Chargers,50
Jets,28,Bills,24
Steelers,00,Seahawks,30
Falcons,31,Saints,10
Browns,31,Bears,41
Colts,03,Patriots,33
Raiders,36,Broncos,38
Lions,13,Vikings,10
Rams,16,Cardinals,10
49ers,31,Buccaneers,07
Eagles,14,Redskins,41
Oilers,31,Packers,03
Giants,28,Cowboys,31
Patriots,20,Jets,06
Eagles,10,Bears,13
Packers,10,Saints,24
Colts,10,Dolphins,30
Vikings,23,Buccaneers,10
Browns,23,Oilers,20
Cardinals,13,Falcons,33
Cowboys,31,Lions,07
Raiders,06,Redskins,10
Chargers,07,Giants,20
Chiefs,17,Seahawks,23
Bills,33,Bengals,36
49ers,13,Rams,16
Broncos,21,Steelers,10
Bengals,30,Browns,13
Buccaneers,24,Lions,20
Oilers,13,Chiefs,27
Giants,14,Raiders,09
Cardinals,10,Bills,17
Broncos,33,Eagles,07
Dolphins,45,Jets,51
Rams,24,Colts,07
Saints,17,49ers,26
Falcons,37,Cowboys,35
Steelers,07,Vikings,31
Seahawks,38,Patriots,31
Redskins,30,Chargers,27
Bears,25,Packers,12
Saints,17,Giants,20
Jets,26,Colts,07
Chargers,13,Raiders,17
Seahawks,14,Redskins,19
Falcons,23,Buccaneers,20
Steelers,22,Oilers,16
Lions,21,Browns,24
49ers,31,Dolphins,16
Rams,20,Eagles,34
Packers,07,Vikings,42
Chiefs,20,Bills,17
Patriots,20,Broncos,27
Bears,44,Bengals,07
Cowboys,31,Cardinals,07
Bills,13,Jets,14
Bengals,34,Packers,28
Browns,27,Steelers,24
Buccaneers,20,Rams,26
Redskins,14,Saints,06
Colts,14,49ers,35
Oilers,13,Lions,24
Raiders,24,Chiefs,17
Dolphins,07,Patriots,34
Cowboys,14,Broncos,29
Vikings,00,Bears,23
Giants,13,Cardinals,06
Eagles,16,Falcons,00
Chargers,07,Seahawks,33
Cardinals,30,Buccaneers,19
Eagles,03,Giants,35
Seahawks,10,Raiders,14
Bears,20,Oilers,07
Lions,21,Packers,14
Rams,14,Falcons,26
Jets,31,Patriots,24
Redskins,06,Cowboys,30
Vikings,27,49ers,24
Saints,17,Colts,14
Bills,14,Dolphins,27
Broncos,31,Chargers,14
Chiefs,07,Browns,20
Steelers,22,Bengals,24
Patriots,34,Steelers,00
Chargers,41,Chiefs,42
49ers,10,Falcons,10
Buccaneers,07,Saints,38
Oilers,28,Bengals,31
Colts,13,Bills,24
Raiders,30,Dolphins,28
Giants,12,Seahawks,17
Cardinals,21,Redskins,28
Bears,07,Vikings,23
Cowboys,17,Eagles,14
Lions,10,Rams,14
Packers,17,Browns,14
Broncos,10,Jets,22
49ers,31,Packers,17
Buccaneers,20,Chiefs,27
Bengals,09,Steelers,30
Raiders,28,Oilers,17
